Date time, Open, High, Low, Close, MA9, MA26, MA52, MA104, RSI
2021.10.15 00:00:00,1.36697000,1.37729000,1.36675000,1.37442000,1.36325222,1.36589962,1.37231538,1.38308231,57.50800284
2021.10.18 00:00:00,1.37501000,1.37647000,1.37093000,1.37264000,1.36437556,1.36550269,1.37192673,1.38267606,55.37826745
2021.10.19 00:00:00,1.37261000,1.38338000,1.37204000,1.37931000,1.36673444,1.36532692,1.37177192,1.38236587,59.79075857
2021.10.20 00:00:00,1.37898000,1.38346000,1.37422000,1.38227000,1.36903778,1.36538577,1.37172942,1.38199981,61.93940975
2021.10.21 00:00:00,1.38217000,1.38332000,1.37762000,1.37909000,1.37096333,1.36519423,1.37164231,1.38161837,58.58512966
2021.10.22 00:00:00,1.37891000,1.38146000,1.37358000,1.37594000,1.37280444,1.36506192,1.37144385,1.38118577,54.20913460
2021.10.25 00:00:00,1.37449000,1.37921000,1.37411000,1.37645000,1.37478111,1.36520538,1.37136596,1.38081769,56.03880679
2021.10.26 00:00:00,1.37644000,1.38293000,1.37566000,1.37662000,1.37598667,1.36562462,1.37116750,1.38043010,55.72930317
2021.10.27 00:00:00,1.37622000,1.37806000,1.37092000,1.37416000,1.37676667,1.36594423,1.37097904,1.38008173,53.18912934
2021.10.28 00:00:00,1.37393000,1.38147000,1.37218000,1.37923000,1.37730111,1.36662692,1.37107269,1.37972375,57.97801766
2021.10.29 00:00:00,1.37921000,1.38041000,1.36681000,1.36920000,1.37691889,1.36652269,1.37095519,1.37925423,47.21595994
2021.11.01 00:00:00,1.36830000,1.36932000,1.36417000,1.36644000,1.37548889,1.36649769,1.37101635,1.37878269,45.62607796
2021.11.02 00:00:00,1.36639000,1.36675000,1.36049000,1.36154000,1.37318556,1.36617769,1.37100231,1.37830240,41.57633011
2021.11.03 00:00:00,1.36127000,1.36913000,1.36070000,1.36830000,1.37198667,1.36674038,1.37092731,1.37782894,48.36152360
2021.11.04 00:00:00,1.36835000,1.36981000,1.34711000,1.34979000,1.36908111,1.36701962,1.37048596,1.37723769,36.19732080
2021.11.05 00:00:00,1.34958000,1.35089000,1.34241000,1.34954000,1.36609111,1.36710654,1.36997115,1.37664962,35.43422170
2021.11.08 00:00:00,1.34819000,1.35792000,1.34499000,1.35636000,1.36384000,1.36718692,1.36971327,1.37615058,42.26484985
2021.11.09 00:00:00,1.35633000,1.36069000,1.35240000,1.35571000,1.36179000,1.36699462,1.36932981,1.37574019,41.84576207
2021.11.10 00:00:00,1.35567000,1.35653000,1.34006000,1.34034000,1.35746889,1.36614115,1.36865154,1.37524067,33.42087676
2021.11.11 00:00:00,1.34004000,1.34328000,1.33583000,1.33698000,1.35388889,1.36532962,1.36791269,1.37483096,31.89304203
2021.11.12 00:00:00,1.33661000,1.34261000,1.33527000,1.34125000,1.35109000,1.36454923,1.36722923,1.37433087,35.96380233
2021.11.15 00:00:00,1.34123000,1.34493000,1.34028000,1.34128000,1.34883889,1.36376154,1.36642404,1.37381827,36.00213368
2021.11.16 00:00:00,1.34128000,1.34728000,1.34052000,1.34274000,1.34599889,1.36312192,1.36559635,1.37330625,37.41802432
2021.11.17 00:00:00,1.34272000,1.34961000,1.33956000,1.34890000,1.34590000,1.36274654,1.36493250,1.37289029,43.16301958
2021.11.18 00:00:00,1.34886000,1.35134000,1.34633000,1.34978000,1.34592667,1.36213154,1.36438250,1.37252144,43.81198149
2021.11.19 00:00:00,1.34955000,1.35092000,1.34068000,1.34449000,1.34460778,1.36126038,1.36375538,1.37210221,40.59790694
2021.11.22 00:00:00,1.34475000,1.34580000,1.33841000,1.33943000,1.34279889,1.35991462,1.36290712,1.37167837,37.17356055
2021.11.23 00:00:00,1.33944000,1.34091000,1.33421000,1.33772000,1.34250778,1.35857154,1.36203712,1.37124413,36.03359502
2021.11.24 00:00:00,1.33757000,1.33900000,1.33154000,1.33267000,1.34202889,1.35677769,1.36105231,1.37082625,33.14355426
2021.11.25 00:00:00,1.33259000,1.33532000,1.33050000,1.33209000,1.34101111,1.35484769,1.36011673,1.37033519,32.75596177
2021.11.26 00:00:00,1.33192000,1.33647000,1.32779000,1.33275000,1.34006333,1.35306538,1.35912981,1.36983865,34.73457590
2021.11.29 00:00:00,1.33358000,1.33629000,1.32873000,1.33132000,1.33879444,1.35134923,1.35820558,1.36937260,32.65294949
2021.11.30 00:00:00,1.33118000,1.33701000,1.31938000,1.32985000,1.33667778,1.34955692,1.35738115,1.36889125,31.71583260
2021.12.01 00:00:00,1.32975000,1.33520000,1.32615000,1.32756000,1.33420889,1.34767000,1.35664731,1.36840125,30.17637085
2021.12.02 00:00:00,1.32739000,1.33333000,1.32694000,1.33020000,1.33262111,1.34597923,1.35596173,1.36782683,33.76977108
2021.12.03 00:00:00,1.32972000,1.33102000,1.32087000,1.32301000,1.33079667,1.34381692,1.35522192,1.36720144,31.16184444
2021.12.06 00:00:00,1.32425000,1.32858000,1.32219000,1.32627000,1.32952444,1.34216577,1.35434423,1.36667231,33.70001286
2021.12.07 00:00:00,1.32602000,1.32892000,1.32087000,1.32421000,1.32858444,1.34054154,1.35351962,1.36607827,32.39319197
2021.12.08 00:00:00,1.32410000,1.32609000,1.31603000,1.32032000,1.32727667,1.33895615,1.35256692,1.36547904,30.00259033
2021.12.09 00:00:00,1.32036000,1.32222000,1.31707000,1.32190000,1.32607111,1.33717154,1.35195596,1.36495462,32.22080702
2021.12.10 00:00:00,1.32186000,1.32753000,1.31867000,1.32629000,1.32551222,1.33626769,1.35164365,1.36455971,37.42995233
2021.12.13 00:00:00,1.32520000,1.32687000,1.32065000,1.32150000,1.32458444,1.33518923,1.35114788,1.36416481,34.39983644
2021.12.14 00:00:00,1.32113000,1.32563000,1.31908000,1.32291000,1.32406778,1.33390269,1.35054481,1.36369933,36.40205017
2021.12.15 00:00:00,1.32268000,1.32826000,1.31717000,1.32618000,1.32362111,1.33276692,1.34988077,1.36321404,40.55478401
2021.12.16 00:00:00,1.32578000,1.33743000,1.32412000,1.33221000,1.32464333,1.33245423,1.34929769,1.36280654,47.62908470
2021.12.17 00:00:00,1.33187000,1.33392000,1.32300000,1.32360000,1.32434667,1.33193962,1.34863462,1.36224788,40.64719886
2021.12.20 00:00:00,1.32370000,1.32445000,1.31732000,1.32067000,1.32395333,1.33114808,1.34784865,1.36160317,38.29106329
2021.12.21 00:00:00,1.32059000,1.32704000,1.31972000,1.32639000,1.32462778,1.33057538,1.34716846,1.36099144,44.52177190
2021.12.22 00:00:00,1.32628000,1.33632000,1.32398000,1.33527000,1.32611333,1.33028808,1.34670500,1.36040692,52.64830055
2021.12.23 00:00:00,1.33526000,1.34379000,1.33405000,1.34109000,1.32775778,1.32998769,1.34636712,1.35993010,57.04877236
2021.12.24 00:00:00,1.34108000,1.34206000,1.33902000,1.33972000,1.32978222,1.32960077,1.34586615,1.35946163,54.87101209
2021.12.27 00:00:00,1.33884000,1.34449000,1.33843000,1.34405000,1.33213111,1.32958385,1.34542212,1.35900683,58.79090885
2021.12.28 00:00:00,1.34389000,1.34617000,1.34151000,1.34311000,1.33401222,1.32972538,1.34482000,1.35856769,57.82101236
2021.12.29 00:00:00,1.34297000,1.34993000,1.34083000,1.34886000,1.33586222,1.33015385,1.34436269,1.35814471,61.79793726
2021.12.30 00:00:00,1.34856000,1.35213000,1.34544000,1.35002000,1.33879778,1.33082115,1.34379942,1.35778567,62.63388384
2021.12.31 00:00:00,1.34977000,1.35498000,1.34650000,1.35409000,1.34251111,1.33166731,1.34325750,1.35749346,63.78210643
2022.01.03 00:00:00,1.35257000,1.35350000,1.34308000,1.34786000,1.34489667,1.33224846,1.34265692,1.35714962,58.32309041
2022.01.04 00:00:00,1.34765000,1.35575000,1.34597000,1.35282000,1.34684667,1.33307538,1.34221231,1.35682808,61.78199241
2022.01.05 00:00:00,1.35256000,1.35985000,1.35198000,1.35539000,1.34843556,1.33405769,1.34180731,1.35658663,63.60399725
2022.01.06 00:00:00,1.35523000,1.35587000,1.34902000,1.35314000,1.34992667,1.33504154,1.34135577,1.35626163,61.14703447
2022.01.07 00:00:00,1.35311000,1.35972000,1.35251000,1.35905000,1.35159333,1.33615115,1.34106519,1.35602212,63.46132487
2022.01.10 00:00:00,1.35759000,1.36036000,1.35321000,1.35762000,1.35320556,1.33748231,1.34064962,1.35586115,63.32047323
2022.01.11 00:00:00,1.35748000,1.36360000,1.35608000,1.36340000,1.35482111,1.33891038,1.34053808,1.35574663,67.14993516
2022.01.12 00:00:00,1.36332000,1.37141000,1.36205000,1.37006000,1.35704778,1.34067385,1.34060769,1.35581202,70.94813318
2022.01.13 00:00:00,1.37005000,1.37488000,1.36984000,1.37051000,1.35887222,1.34260423,1.34078019,1.35589125,71.15669071
2022.01.14 00:00:00,1.37048000,1.37431000,1.36532000,1.36794000,1.36110333,1.34437500,1.34077327,1.35585029,66.78650233
2022.01.17 00:00:00,1.36719000,1.36898000,1.36372000,1.36447000,1.36239778,1.34584346,1.34105558,1.35577077,63.27826010
2022.01.18 00:00:00,1.36439000,1.36616000,1.35724000,1.35940000,1.36284333,1.34730115,1.34124519,1.35560817,57.44928410
2022.01.19 00:00:00,1.35936000,1.36487000,1.35877000,1.36112000,1.36373000,1.34877077,1.34133673,1.35552500,58.80484397
2022.01.20 00:00:00,1.36105000,1.36615000,1.35870000,1.35983000,1.36381667,1.35006500,1.34141596,1.35537288,57.36889864
2022.01.21 00:00:00,1.35983000,1.36019000,1.35456000,1.35513000,1.36354000,1.35094654,1.34170038,1.35517596,51.59134231
2022.01.24 00:00:00,1.35467000,1.35652000,1.34398000,1.34870000,1.36190667,1.35191192,1.34192577,1.35491923,45.84672353
2022.01.25 00:00:00,1.34867000,1.35187000,1.34359000,1.35025000,1.35970556,1.35304962,1.34209885,1.35466404,47.18558608
2022.01.26 00:00:00,1.34993000,1.35247000,1.34439000,1.34623000,1.35700778,1.35381269,1.34219404,1.35430904,43.73168705
2022.01.27 00:00:00,1.34613000,1.34679000,1.33576000,1.33818000,1.35370111,1.35392462,1.34210635,1.35385135,37.43663453
2022.01.28 00:00:00,1.33802000,1.34329000,1.33649000,1.33942000,1.35091778,1.35386038,1.34192404,1.35342827,38.92100335
2022.01.31 00:00:00,1.33932000,1.34607000,1.33862000,1.34457000,1.34927000,1.35404692,1.34182385,1.35310317,44.57386918
2022.02.01 00:00:00,1.34439000,1.35279000,1.34339000,1.35220000,1.34827889,1.35436038,1.34197212,1.35286375,51.71857416
2022.02.02 00:00:00,1.35197000,1.35867000,1.35144000,1.35764000,1.34803556,1.35491923,1.34232231,1.35261471,56.02851024
2022.02.03 00:00:00,1.35736000,1.36280000,1.35377000,1.35963000,1.34853556,1.35533346,1.34274365,1.35239038,57.62883915
2022.02.04 00:00:00,1.35945000,1.36153000,1.35049000,1.35275000,1.34898556,1.35543846,1.34312981,1.35209106,51.86781813
2022.02.07 00:00:00,1.35350000,1.35508000,1.34905000,1.35356000,1.34935333,1.35541808,1.34354269,1.35182971,51.92779935
2022.02.08 00:00:00,1.35357000,1.35637000,1.35073000,1.35437000,1.35025778,1.35566846,1.34395846,1.35154413,52.63560800
2022.02.09 00:00:00,1.35436000,1.35891000,1.35265000,1.35329000,1.35193667,1.35568654,1.34438096,1.35129327,51.48303767
2022.02.10 00:00:00,1.35325000,1.36434000,1.35231000,1.35569000,1.35374444,1.35569808,1.34487788,1.35112952,53.54822691
2022.02.11 00:00:00,1.35541000,1.36095000,1.35140000,1.35602000,1.35501667,1.35580885,1.34542519,1.35103625,52.87562488
2022.02.14 00:00:00,1.35494000,1.35718000,1.34948000,1.35302000,1.35510778,1.35557692,1.34586404,1.35091288,50.36427666
2022.02.15 00:00:00,1.35276000,1.35666000,1.34865000,1.35371000,1.35467111,1.35542654,1.34645442,1.35083817,51.44133812
2022.02.16 00:00:00,1.35370000,1.36009000,1.35260000,1.35837000,1.35453111,1.35523308,1.34707173,1.35070798,56.42741477
2022.02.17 00:00:00,1.35833000,1.36378000,1.35554000,1.36156000,1.35551000,1.35490615,1.34779000,1.35065481,59.25600564
2022.02.18 00:00:00,1.36134000,1.36427000,1.35732000,1.35923000,1.35614000,1.35447231,1.34853827,1.35055260,55.20678911
2022.02.21 00:00:00,1.35833000,1.36385000,1.35826000,1.36005000,1.35677111,1.35416885,1.34927192,1.35061394,56.93832198
2022.02.22 00:00:00,1.35982000,1.36043000,1.35381000,1.35853000,1.35735333,1.35394038,1.34989192,1.35076779,54.74994179
2022.02.23 00:00:00,1.35828000,1.36203000,1.35359000,1.35428000,1.35719667,1.35374346,1.35052231,1.35083510,49.18940524
2022.02.24 00:00:00,1.35404000,1.35490000,1.32730000,1.33764000,1.35515444,1.35284038,1.35080558,1.35067519,34.55688988
2022.02.25 00:00:00,1.33756000,1.34387000,1.33665000,1.34097000,1.35381556,1.35211500,1.35109000,1.35048538,33.36887427
2022.02.28 00:00:00,1.33302000,1.34316000,1.33230000,1.34179000,1.35249111,1.35160192,1.35127423,1.35028596,39.50829313
2022.03.01 00:00:00,1.34172000,1.34374000,1.33020000,1.33239000,1.34960444,1.35097462,1.35144327,1.35003894,32.99880351
2022.03.02 00:00:00,1.33226000,1.34065000,1.32711000,1.34047000,1.34726111,1.35059846,1.35182404,1.34983635,41.80175645
2022.03.03 00:00:00,1.34034000,1.34177000,1.33173000,1.33469000,1.34453444,1.35015462,1.35198365,1.34957606,37.73170549
2022.03.04 00:00:00,1.33422000,1.33536000,1.32021000,1.32333000,1.34045444,1.34958346,1.35175404,1.34922952,31.21469591
2022.03.07 00:00:00,1.32206000,1.32516000,1.31019000,1.31034000,1.33510000,1.34846500,1.35116269,1.34876490,26.53207538
2022.03.08 00:00:00,1.31037000,1.31443000,1.30815000,1.30999000,1.33017889,1.34713500,1.35059096,1.34822856,26.39531461
2022.03.09 00:00:00,1.31001000,1.31899000,1.30880000,1.31797000,1.32799333,1.34581846,1.35008942,1.34775577,34.17824068
2022.03.10 00:00:00,1.31796000,1.31944000,1.30810000,1.30851000,1.32438667,1.34392885,1.34942404,1.34712202,30.04911975
2022.03.11 00:00:00,1.30837000,1.31249000,1.30273000,1.30365000,1.32014889,1.34177577,1.34855462,1.34645865,28.21167975
2022.03.14 00:00:00,1.30357000,1.30787000,1.30005000,1.30039000,1.31659333,1.33976192,1.34760019,1.34569981,26.98419535
2022.03.15 00:00:00,1.30026000,1.30886000,1.30003000,1.30371000,1.31250889,1.33784462,1.34663135,1.34494442,30.26583725
2022.03.16 00:00:00,1.30362000,1.31565000,1.30354000,1.31456000,1.31027222,1.33631346,1.34599096,1.34432394,39.80462692
2022.03.17 00:00:00,1.31456000,1.32108000,1.30878000,1.31492000,1.30933778,1.33483769,1.34526212,1.34373721,40.06151859
2022.03.18 00:00:00,1.31486000,1.31971000,1.31103000,1.31763000,1.31014778,1.33337385,1.34453596,1.34317163,41.93888411
2022.03.21 00:00:00,1.31696000,1.32100000,1.31268000,1.31643000,1.31086333,1.33185115,1.34383000,1.34259288,41.54484154
2022.03.22 00:00:00,1.31633000,1.32738000,1.31198000,1.32601000,1.31175667,1.33081231,1.34319462,1.34212990,49.16528802
2022.03.23 00:00:00,1.32579000,1.32986000,1.31752000,1.32024000,1.31306000,1.32952500,1.34247577,1.34156269,45.37871870
2022.03.24 00:00:00,1.32016000,1.32140000,1.31569000,1.31826000,1.31468333,1.32798231,1.34160769,1.34107288,44.00196601
2022.03.25 00:00:00,1.31805000,1.32249000,1.31591000,1.31836000,1.31668000,1.32632077,1.34061346,1.34061058,43.95352491
2022.03.28 00:00:00,1.31798000,1.31839000,1.30667000,1.30896000,1.31726333,1.32438731,1.33942981,1.34010500,38.24371472
2022.03.29 00:00:00,1.30892000,1.31599000,1.30511000,1.30916000,1.31666333,1.32243000,1.33829942,1.33953635,38.17260612
2022.03.30 00:00:00,1.30871000,1.31827000,1.30823000,1.31328000,1.31648111,1.32068962,1.33731500,1.33918529,42.30122830
2022.03.31 00:00:00,1.31315000,1.31755000,1.31054000,1.31354000,1.31602667,1.31912269,1.33643308,1.33883913,42.43706511
2022.04.01 00:00:00,1.31327000,1.31508000,1.30862000,1.31110000,1.31543444,1.31810192,1.33547115,1.33840394,39.76716636
2022.04.04 00:00:00,1.30962000,1.31368000,1.30932000,1.31139000,1.31381000,1.31696423,1.33453962,1.33797779,41.03295973
2022.04.05 00:00:00,1.31122000,1.31665000,1.30667000,1.30724000,1.31236556,1.31563538,1.33361865,1.33765952,37.93878073
2022.04.06 00:00:00,1.30710000,1.31079000,1.30451000,1.30658000,1.31106778,1.31464269,1.33280865,1.33736721,37.50770157
2022.04.07 00:00:00,1.30652000,1.31064000,1.30515000,1.30745000,1.30985556,1.31337269,1.33198558,1.33704221,38.47687194
2022.04.08 00:00:00,1.30722000,1.30853000,1.29820000,1.30330000,1.30922667,1.31216538,1.33116000,1.33667702,35.05517384
2022.04.11 00:00:00,1.30283000,1.30564000,1.29891000,1.30293000,1.30853444,1.31138077,1.33048212,1.33629423,35.01670793
2022.04.12 00:00:00,1.30279000,1.30537000,1.29937000,1.29996000,1.30705444,1.31098154,1.32972327,1.33582365,32.83722410
2022.04.13 00:00:00,1.29994000,1.31171000,1.29728000,1.31165000,1.30684444,1.31104538,1.32909019,1.33545702,47.21945993
2022.04.14 00:00:00,1.31153000,1.31473000,1.30331000,1.30753000,1.30644778,1.31064385,1.32823115,1.33510163,43.43345070
2022.04.15 00:00:00,1.30716000,1.30757000,1.30462000,1.30607000,1.30585667,1.31055000,1.32723942,1.33478087,41.66967094
2022.04.18 00:00:00,1.30508000,1.30637000,1.30048000,1.30133000,1.30520000,1.31046077,1.32611827,1.33443096,38.24300018
2022.04.19 00:00:00,1.30071000,1.30407000,1.29805000,1.29969000,1.30443444,1.31043385,1.32509788,1.33411385,37.26383643
2022.04.20 00:00:00,1.29942000,1.30708000,1.29876000,1.30667000,1.30434778,1.31054769,1.32419615,1.33386942,45.53232004
2022.04.21 00:00:00,1.30668000,1.30902000,1.30224000,1.30293000,1.30430667,1.31010038,1.32320692,1.33358269,42.25755921
2022.04.22 00:00:00,1.30279000,1.30349000,1.28230000,1.28380000,1.30218111,1.30890346,1.32187058,1.33312577,30.46387068
2022.04.25 00:00:00,1.28332000,1.28430000,1.26974000,1.27394000,1.29929000,1.30722308,1.32029846,1.33258817,26.54008046
2022.04.26 00:00:00,1.27374000,1.27724000,1.25709000,1.25733000,1.29325444,1.30495000,1.31840058,1.33191288,21.40828022
2022.04.27 00:00:00,1.25717000,1.26019000,1.25026000,1.25441000,1.28735222,1.30219615,1.31650423,1.33118413,20.57282993
2022.04.28 00:00:00,1.25397000,1.25701000,1.24112000,1.24574000,1.28064889,1.29933077,1.31442788,1.33044115,18.55455569
2022.04.29 00:00:00,1.24561000,1.26146000,1.24431000,1.25765000,1.27579556,1.29699962,1.31249096,1.32978135,29.63980967
2022.05.02 00:00:00,1.25813000,1.25968000,1.24729000,1.24896000,1.27015889,1.29433038,1.31032558,1.32905779,26.46465938
2022.05.03 00:00:00,1.24880000,1.25674000,1.24702000,1.24980000,1.26384000,1.29205500,1.30822115,1.32837971,27.06328413
2022.05.04 00:00:00,1.24933000,1.26381000,1.24510000,1.26346000,1.25945444,1.29029731,1.30636365,1.32781779,37.34698429
2022.05.05 00:00:00,1.26261000,1.26333000,1.23250000,1.23613000,1.25415778,1.28733000,1.30400981,1.32695087,28.68547992
2022.05.06 00:00:00,1.23580000,1.23801000,1.22756000,1.23353000,1.24966778,1.28425269,1.30168769,1.32610500,28.52694133
2022.05.09 00:00:00,1.23415000,1.24061000,1.22606000,1.23304000,1.24696889,1.28125038,1.29967615,1.32524087,27.94281249
2022.05.10 00:00:00,1.23299000,1.23759000,1.22912000,1.23145000,1.24441778,1.27817577,1.29757000,1.32433000,27.42726662
2022.05.11 00:00:00,1.23122000,1.24001000,1.22373000,1.22490000,1.24210222,1.27500885,1.29532212,1.32329817,25.48178530
2022.05.12 00:00:00,1.22439000,1.22517000,1.21647000,1.22007000,1.23792667,1.27168154,1.29316212,1.32230269,24.28322486
2022.05.13 00:00:00,1.21996000,1.22599000,1.21552000,1.22586000,1.23536000,1.26854346,1.29095808,1.32139106,28.36234752
2022.05.16 00:00:00,1.22388000,1.23296000,1.22171000,1.23214000,1.23339778,1.26580654,1.28898596,1.32048481,33.67573323
2022.05.17 00:00:00,1.23180000,1.24986000,1.23121000,1.24910000,1.23180222,1.26373615,1.28755846,1.31965625,44.54731141
2022.05.18 00:00:00,1.24881000,1.25007000,1.23299000,1.23400000,1.23156556,1.26119923,1.28609038,1.31862654,38.54951268
2022.05.19 00:00:00,1.23386000,1.25247000,1.23339000,1.24678000,1.23303778,1.25870423,1.28487481,1.31773288,45.20021633
2022.05.20 00:00:00,1.24636000,1.25000000,1.24371000,1.24907000,1.23481889,1.25645577,1.28354981,1.31681962,45.79270852
2022.05.23 00:00:00,1.24746000,1.26008000,1.24727000,1.25865000,1.23784111,1.25463192,1.28259096,1.31600750,50.70660035
2022.05.24 00:00:00,1.25783000,1.25989000,1.24712000,1.25317000,1.24098222,1.25277962,1.28162019,1.31508740,48.43045357
2022.05.25 00:00:00,1.25294000,1.25905000,1.24810000,1.25734000,1.24512333,1.25115077,1.28079231,1.31419625,50.45152079
2022.05.26 00:00:00,1.25710000,1.26209000,1.25513000,1.26031000,1.24895111,1.24936769,1.27995769,1.31329452,51.98562601
2022.05.27 00:00:00,1.26023000,1.26669000,1.25782000,1.26289000,1.25236778,1.24782769,1.27896404,1.31247750,52.68496906
2022.05.30 00:00:00,1.26182000,1.26595000,1.26162000,1.26502000,1.25413667,1.24710538,1.27800442,1.31163327,54.21067354
2022.05.31 00:00:00,1.26472000,1.26533000,1.25602000,1.26013000,1.25704000,1.24657423,1.27689865,1.31071731,51.21509685
2022.06.01 00:00:00,1.25976000,1.26163000,1.24585000,1.24850000,1.25723111,1.24623462,1.27559231,1.30971115,45.08396506
2022.06.02 00:00:00,1.24837000,1.25864000,1.24686000,1.25763000,1.25818222,1.24635846,1.27427731,1.30873596,50.07457841
2022.06.03 00:00:00,1.25724000,1.25894000,1.24849000,1.24854000,1.25705889,1.24646615,1.27289846,1.30768712,45.78664999
2022.06.06 00:00:00,1.24869000,1.25770000,1.24755000,1.25296000,1.25703556,1.24628577,1.27164269,1.30662519,48.24551964
2022.06.07 00:00:00,1.25308000,1.25995000,1.24300000,1.25902000,1.25722222,1.24667269,1.27050154,1.30555750,51.31522363
2022.06.08 00:00:00,1.25879000,1.25974000,1.25131000,1.25336000,1.25645000,1.24680962,1.26943231,1.30443106,48.25018256
2022.06.09 00:00:00,1.25313000,1.25585000,1.24872000,1.24912000,1.25492000,1.24625808,1.26827769,1.30328856,45.98703562
2022.06.10 00:00:00,1.24881000,1.25177000,1.23011000,1.23103000,1.25114333,1.24606192,1.26669596,1.30200548,38.40842285
2022.06.13 00:00:00,1.23150000,1.23197000,1.21063000,1.21328000,1.24593778,1.24528308,1.26476788,1.30060048,32.04432173
2022.06.14 00:00:00,1.21283000,1.22077000,1.19334000,1.19961000,1.24050556,1.24399731,1.26262385,1.29904750,28.48017467
2022.06.15 00:00:00,1.19952000,1.22046000,1.19873000,1.21786000,1.23608667,1.24347462,1.26082519,1.29768240,38.58532377
2022.06.16 00:00:00,1.21784000,1.24060000,1.20410000,1.23491000,1.23457222,1.24385962,1.25943423,1.29652644,46.14978418
2022.06.17 00:00:00,1.23470000,1.23666000,1.21722000,1.22173000,1.23110222,1.24392346,1.25780250,1.29530558,41.81682570
2022.06.20 00:00:00,1.22150000,1.22802000,1.21985000,1.22508000,1.22733111,1.24389346,1.25621846,1.29410202,43.24752397
2022.06.21 00:00:00,1.22480000,1.23240000,1.22405000,1.22790000,1.22450222,1.24373038,1.25476846,1.29296423,44.32403234
2022.06.22 00:00:00,1.22716000,1.23146000,1.21609000,1.22621000,1.22195667,1.24285000,1.25329308,1.29188760,43.82642605
2022.06.23 00:00:00,1.22584000,1.22947000,1.21695000,1.22612000,1.22141111,1.24254692,1.25187308,1.29079817,43.87302409
2022.06.24 00:00:00,1.22597000,1.23211000,1.22401000,1.22714000,1.22295111,1.24179154,1.25024788,1.28966904,44.14310133
2022.06.27 00:00:00,1.22639000,1.23322000,1.22378000,1.22654000,1.22594333,1.24092500,1.24869038,1.28846077,44.16711410
2022.06.28 00:00:00,1.22645000,1.22913000,1.21807000,1.21817000,1.22597778,1.23936808,1.24700000,1.28711971,40.44673446
2022.06.29 00:00:00,1.21812000,1.22126000,1.21057000,1.21206000,1.22343889,1.23778692,1.24528327,1.28570077,37.91466041
2022.06.30 00:00:00,1.21199000,1.21883000,1.20918000,1.21778000,1.22300000,1.23626538,1.24370808,1.28440298,41.37199929
2022.07.01 00:00:00,1.21725000,1.21775000,1.19755000,1.20932000,1.22124889,1.23430423,1.24183596,1.28301606,38.55027520
2022.07.04 00:00:00,1.21009000,1.21651000,1.20839000,1.21040000,1.21930444,1.23228538,1.24005654,1.28163173,38.92777651
2022.07.05 00:00:00,1.21064000,1.21253000,1.18985000,1.19562000,1.21590556,1.22961615,1.23836077,1.28011567,32.98072483
2022.07.06 00:00:00,1.19541000,1.19895000,1.18756000,1.19227000,1.21214444,1.22700615,1.23679019,1.27854433,31.78513632
2022.07.07 00:00:00,1.19192000,1.20296000,1.19082000,1.20208000,1.20936000,1.22522077,1.23572769,1.27706413,38.56922812
2022.07.08 00:00:00,1.20196000,1.20561000,1.19191000,1.20333000,1.20678111,1.22313231,1.23474538,1.27562481,38.62574012
2022.07.11 00:00:00,1.20150000,1.20363000,1.18664000,1.18913000,1.20355444,1.22084731,1.23365673,1.27404231,33.74965156
2022.07.12 00:00:00,1.18870000,1.19159000,1.18074000,1.18861000,1.20094889,1.21837231,1.23232904,1.27241000,33.60642311
2022.07.13 00:00:00,1.18832000,1.19674000,1.18271000,1.18894000,1.19774444,1.21567692,1.23117481,1.27075019,33.84584915
2022.07.14 00:00:00,1.18865000,1.18919000,1.17599000,1.18240000,1.19475333,1.21294769,1.22987865,1.26904990,31.34361099
2022.07.15 00:00:00,1.18212000,1.18746000,1.18039000,1.18632000,1.19207778,1.21053231,1.22839519,1.26737942,34.75771797
2022.07.18 00:00:00,1.18654000,1.20333000,1.18612000,1.19513000,1.19202333,1.20915154,1.22760673,1.26580827,40.97355402
2022.07.19 00:00:00,1.19491000,1.20455000,1.19243000,1.19930000,1.19280444,1.20861385,1.22694846,1.26431808,43.94626270
2022.07.20 00:00:00,1.19933000,1.20367000,1.19533000,1.19743000,1.19228778,1.20853000,1.22626365,1.26296990,42.72919123
2022.07.21 00:00:00,1.19708000,1.20041000,1.18894000,1.19938000,1.19184889,1.20781923,1.22564692,1.26160846,44.12940105
2022.07.22 00:00:00,1.19902000,1.20637000,1.19159000,1.20048000,1.19311000,1.20649500,1.22517731,1.26024971,44.67593477
2022.07.25 00:00:00,1.19971000,1.20868000,1.19600000,1.20429000,1.19485222,1.20582423,1.22487385,1.25901798,47.86145208
2022.07.26 00:00:00,1.20400000,1.20900000,1.19636000,1.20284000,1.19639667,1.20496885,1.22443115,1.25769462,46.86033782
2022.07.27 00:00:00,1.20258000,1.21862000,1.20203000,1.21558000,1.20008333,1.20449500,1.22411269,1.25654933,55.65282716
2022.07.28 00:00:00,1.21529000,1.21916000,1.21031000,1.21782000,1.20358333,1.20417231,1.22351115,1.25553481,57.12974862
2022.07.29 00:00:00,1.21770000,1.22456000,1.20631000,1.21822000,1.20614889,1.20386846,1.22320769,1.25464904,56.22317130
2022.08.01 00:00:00,1.21680000,1.22934000,1.21550000,1.22483000,1.20898556,1.20377962,1.22278558,1.25383019,61.18998972
2022.08.02 00:00:00,1.22451000,1.22786000,1.21581000,1.21647000,1.21110111,1.20339231,1.22215865,1.25285423,54.52458985
